Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T110758,6,17,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2300 Block Of 34th Avenue,94116,4,Sunset/Parkside,-122.491765256253,37.7432793413698
T140855,4,30,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Taylor Street,94102,6,Tenderloin,-122.410687956037,37.7824852064672
T060799,6,5,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of 26th Avenue,94121,1,Outer Richmond,-122.485806574077,37.7790744236562
T152630,12,11,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Ellis Street,94109,6,Tenderloin,-122.41541417866,37.7844766588584
T151457,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Ofarrell Street,94115,5,Western Addition,-122.438053867758,37.7826648712406
T992051,10,13,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Deming Street,94114,8,Castro/Upper Market,-122.445820565831,37.7603910227549
T041135,9,15,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3900 Block Of Sacramento Street,94118,2,Presidio Heights,-122.458054119926,37.7867215398747
T160322,2,17,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of Van Ness Avenue,94109,2,Russian Hill,-122.424654380466,37.8027660137382
T141958,10,21,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of Taraval Street,94116,4,Sunset/Parkside,-122.497649028025,37.7420251021591
T021639,10,18,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 20th Avenue,94122,4,Sunset/Parkside,-122.478326901528,37.764453851876
T141706,9,4,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of 4th Avenue,94118,2,Inner Richmond,-122.462424895675,37.7860201337018
T2K2300,10,27,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Farallones Street,94112,11,Oceanview/Merced/Ingleside,-122.454118358632,37.7141452032745
T160084,1,14,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Visitacion Avenue,94134,10,Visitacion Valley,-122.412948743024,37.7129073475135
T031319,10,21,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Treat Avenue,94110,9,Mission,-122.413592286188,37.7581584715651
T151166,6,3,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of 25th Avenue,94121,1,Outer Richmond,-122.48514853004,37.7848109229534
T021190,7,29,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Spruce Street,94118,2,Presidio Heights,-122.453964316345,37.7895480913627
T121994,12,17,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 24th Avenue,94121,1,Outer Richmond,-122.483939035209,37.7830006443511
T131647,10,18,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Jefferson Street,94123,2,Marina,-122.444614636868,37.8044775555681
T021851,12,6,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 22nd Avenue,94121,1,Outer Richmond,-122.48165688973,37.781189877044
T020515,4,2,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 18th Avenue,94122,4,Inner Sunset,-122.476058314777,37.762674910099
T100441,4,8,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Shakespeare Street,94112,11,Outer Mission,-122.463263341751,37.7087561081047
T991577,8,4,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Fell Street,94102,5,Hayes Valley,-122.421957060189,37.7760000840242
T080779,5,23,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of 19th Avenue,94122,4,Sunset/Parkside,-122.477052170071,37.7607582384146
T011407,8,9,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of South Van Ness Avenue,94110,9,Mission,-122.416408491513,37.7531662446826
T050007,1,4,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Union Street,94133,3,North Beach,-122.408173937518,37.8005116153417
T150481,3,12,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Josiah Avenue,94112,11,Oceanview/Merced/Ingleside,-122.453709510644,37.7172902450642
T012207,12,7,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Lafayette Street,94103,6,Mission,-122.417223311414,37.7729316894639
T120031,1,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of Van Ness Avenue,94109,3,Russian Hill,-122.423716686089,37.798106255692
T2K2749,12,21,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Corbett Avenue,94114,8,Castro/Upper Market,-122.445567287353,37.757902204805
T992714,12,29,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5100 Block Of 3rd Street,94124,10,Bayview Hunters Point,-122.391792063411,37.7320660122693
T151085,6,1,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2800 Block Of Fillmore Street,94123,2,Marina,-122.435275855399,37.795683357168
T060977,6,30,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Golden Gate Avenue,94115,5,Western Addition,-122.441028449051,37.7783512879401
T2K1503,7,21,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 14th Avenue,94122,5,Inner Sunset,-122.47153361793,37.7628738117069
T051261,10,13,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Larkin Street,94109,6,Tenderloin,-122.418293312342,37.7867935562462
T060681,5,17,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Serrano Drive,94132,7,Lakeshore,-122.480450749483,37.7190118677214
T090503,3,30,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Sharon Street,94114,8,Castro/Upper Market,-122.429917335172,37.7652477389092
T080573,4,14,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Pearl Street,94103,8,Mission,-122.423932587136,37.7702165879598
T060349,3,13,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Garces Drive,94132,7,Lakeshore,-122.483887944431,37.7162119579341
T110648,5,23,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Golden Gate Avenue,94102,6,Tenderloin,-122.411268612991,37.7822500870637
T051237,10,7,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Sanchez Street,94131,8,Noe Valley,-122.428990049065,37.7439601063067
T080639,4,24,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Fulton Street,94117,5,Lone Mountain/USF,-122.442321333639,37.7763847738943
T040316,3,5,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2800 Block Of Steiner Street,94123,2,Pacific Heights,-122.436923669006,37.7954739919043
T091513,10,28,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Leavenworth Street,94102,6,Tenderloin,-122.414079336332,37.7832678122929
T140574,3,17,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T121677,10,24,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Seymour Street,94115,5,Western Addition,-122.437869182896,37.7792900139094
T991616,8,10,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Hayes Street,94117,5,Hayes Valley,-122.432025159996,37.775784446792
T110484,4,13,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Corbett Avenue,94114,8,Castro/Upper Market,-122.4433273595,37.7566376829909
T090865,6,16,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Lexington Street,94110,9,Mission,-122.420667147328,37.760951687734
T080004,1,3,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 26th Avenue,94121,1,Outer Richmond,-122.485945544454,37.7810031904389
T160273,2,8,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Starview Way,94131,7,Twin Peaks,-122.451602541518,37.7518029004409
T131707,10,30,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T061402,9,21,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3400 Block Of 25th Street,94110,9,Mission,-122.41966143407,37.7505017382112
T2K0445,2,25,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Fell Street,94117,5,Hayes Valley,-122.435106880888,37.7743219499241
T142284,11,24,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T141282,7,14,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Arleta Avenue,94134,10,Visitacion Valley,-122.409937792832,37.7148200896502
T061163,8,4,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Columbus Avenue,94133,2,Russian Hill,-122.419224502864,37.8064689106429
T992535,12,14,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of Balboa Street,94121,1,Outer Richmond,-122.484992453246,37.7762224798562
T080938,6,20,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Commercial Street,94108,3,Chinatown,-122.405454713859,37.7938723173885
T020124,1,28,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Ashton Avenue,94112,11,Oceanview/Merced/Ingleside,-122.462323615467,37.7193876626744
T030052,1,16,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Jones Street,94109,3,Nob Hill,-122.414983887201,37.7954240336281
T040225,2,19,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Church Street,94114,8,Noe Valley,-122.427385017737,37.750492236211
T101332,11,2,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Golden Gate Avenue,94102,6,Tenderloin,-122.411268612991,37.7822500870637
T120455,3,22,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Grand View Terrace,94114,8,Twin Peaks,-122.441147944301,37.7573748468914
T120565,4,6,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of 33rd Avenue,94121,1,Outer Richmond,-122.493301622753,37.778728241984
T111525,11,18,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of San Carlos Street,94110,9,Mission,-122.419834201322,37.7577823081628
T081232,8,18,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Columbus Avenue,94133,3,Chinatown,-122.40848745487,37.7990519607355
T2K2691,12,13,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Masonic Avenue,94117,8,Haight Ashbury,-122.444713826615,37.7669158065898
T071370,9,7,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2300 Block Of 32nd Avenue,94116,4,Sunset/Parkside,-122.489754348944,37.7433678268812
T100440,4,8,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of Newcomb Avenue,94124,10,Bayview Hunters Point,-122.390991751075,37.7359839995846
T142291,11,24,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T101002,8,31,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Silver Avenue,94112,11,Excelsior,-122.426197799938,37.7286839025756
T142469,12,26,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Valencia Street,94110,9,Mission,-122.421010357714,37.7565060597587
T160323,2,18,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Turk Street,94102,6,Tenderloin,-122.413243748704,37.7829534935842
T030165,2,11,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Julian Avenue,94103,9,Mission,-122.420909959361,37.7657922229488
T150741,4,20,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Lincoln Way,94122,5,Inner Sunset,-122.464839640328,37.7658879292089
T130907,6,13,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3200 Block Of Steiner Street,94123,2,Marina,-122.437621391935,37.7989248226389
T010842,4,25,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Broad Street,94112,11,Oceanview/Merced/Ingleside,-122.457538110071,37.7131278903716
T071748,11,15,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Guerrero Street,94110,8,Mission,-122.423763291575,37.762374066159
T131710,10,30,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T2K0108,1,10,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Columbus Avenue,94133,3,North Beach,-122.406829910137,37.7980497138428
T111496,11,14,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of 19th Avenue,94121,1,Outer Richmond,-122.478715298018,37.7850994701357
T010094,1,18,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of 41st Avenue,94121,1,Outer Richmond,-122.50146121868,37.7745894671254
T060579,4,25,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Octavia Street,94102,5,Hayes Valley,-122.423895801055,37.7724905926388
T041199,10,4,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Font Boulevard,94132,7,Lakeshore,-122.473629919957,37.715545052959
T071187,8,13,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Chestnut Street,94123,2,Marina,-122.427210668222,37.8020216254074
T090522,3,31,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 44th Avenue,94122,4,Sunset/Parkside,-122.503913503441,37.7633235429375
T020064,1,8,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Rolph Street,94112,11,Excelsior,-122.433004884043,37.7119821139938
T100337,3,12,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of 23rd Street,94110,8,Mission,-122.423309425481,37.7534973353705
T131176,8,1,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Florida Street,94110,9,Mission,-122.410518932154,37.7567360770891
T060260,2,23,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Gonzalez Drive,94132,7,Lakeshore,-122.480660975268,37.7174171051096
T2K1308,6,22,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Tennessee Street,94107,10,Potrero Hill,-122.389436013012,37.7591554218854
T041258,10,22,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of York Street,94110,9,Mission,-122.408489986049,37.7552495476339
T990719,4,13,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Noe Street,94114,8,Castro/Upper Market,-122.433439075678,37.7670576556892
T010987,5,21,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Pierce Street,94117,5,Hayes Valley,-122.434457138283,37.7749376889187
T131773,11,8,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Naples Street,94112,11,Excelsior,-122.430674546552,37.7216552287111
T091188,8,27,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of 2nd Avenue,94118,1,Inner Richmond,-122.459723509795,37.7783594294735
T131026,7,2,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5900 Block Of Geary Boulevard,94121,1,Outer Richmond,-122.483118050189,37.7800403908029
T121088,7,12,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 38th Avenue,94121,1,Outer Richmond,-122.498758568165,37.7798083706418
T141090,6,13,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Peralta Avenue,94110,9,Bernal Heights,-122.408709657787,37.7438861280356
T130976,6,25,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3300 Block Of Sacramento Street,94118,2,Presidio Heights,-122.447804473665,37.7880275515357
T140071,1,16,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Randolph Street,94132,11,Oceanview/Merced/Ingleside,-122.465748527969,37.7142286022743
T142203,11,13,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Masonic Avenue,94118,5,Lone Mountain/USF,-122.446684854126,37.7772140319308
T060698,5,19,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Gonzalez Drive,94132,7,Lakeshore,-122.48059457481,37.7175134680329
T151502,7,8,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Wheeler Avenue,94134,10,Bayview Hunters Point,-122.399711876973,37.7125824781758
T031589,12,18,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Clinton Park,94103,8,Mission,-122.425634217554,37.7689937423831
T090639,4,22,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Bush Street,94115,5,Pacific Heights,-122.430979800418,37.7872816257501
T130571,4,17,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Chattanooga Street,94114,8,Noe Valley,-122.426336372717,37.7525693952161
T012212,12,7,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of Folsom Street,94110,9,Mission,-122.414684745414,37.7580927749567
T011817,10,24,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Anza Street,94118,1,Lone Mountain/USF,-122.454358588214,37.7802322056751
