name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Weekend in the Mission,Mission,37.75014095,-122.4092483,Private room,97,1,0,,,1,0
Private room in SF Victorian in heart of Mission,Mission,37.7597465,-122.4179396,Private room,64,4,2,8/4/16,0.24,1,0
Champs Elysees,Mission,37.76178441,-122.422163,Entire home/apt,100,30,0,,,25,345
Mission oasis home away from home,Mission,37.75566325,-122.4186043,Private room,100,2,36,2/15/17,2.11,2,76
Sunny Queen Room in 1200 sq ft Flat,Mission,37.75353368,-122.4249337,Private room,150,2,9,9/26/16,0.94,2,361
Sunny Private One Bedroom Unit,Mission,37.75076257,-122.4179731,Entire home/apt,185,1,21,3/21/17,1.08,2,135
Great Mission House with Wonderful People,Mission,37.75579004,-122.4161577,Private room,90,2,1,11/2/16,0.2,2,0
Mission apartment,Mission,37.75116157,-122.4140124,Entire home/apt,130,6,13,6/2/16,0.3,1,12
1Br-4Br/2Ba Apt in Heart of Mission,Mission,37.76264405,-122.4208167,Private room,3200,2,2,10/8/16,0.11,1,0
Private Entry/Central room in the vibrant Mission,Mission,37.75952887,-122.4221026,Entire home/apt,95,2,0,,,1,17
Cozy Mission room + private bath! 1 block to BART,Mission,37.75338894,-122.4147882,Private room,80,3,38,3/29/17,8.09,2,10
Spacious Private Room in Mission,Mission,37.76577055,-122.4249101,Private room,99,1,1,3/5/16,0.08,1,0
Private Room in Chic Mission Flat,Mission,37.75582287,-122.4129198,Private room,175,4,0,,,2,151
Luxurious One Bedroom,Mission,37.76888271,-122.4223197,Entire home/apt,200,3,9,3/12/17,1.89,1,348
 Cozy bedroom in the sunny Mission,Mission,37.75017507,-122.4046818,Private room,80,3,52,3/1/17,1.36,2,331
Room in the heart of the mission,Mission,37.75795869,-122.4097929,Private room,90,1,3,8/31/14,0.09,4,0
"Sunny, cozy 1BD in Heart of the Mission",Mission,37.7585659,-122.4188985,Private room,102,2,15,3/29/17,2.01,1,172
Dolores Terrace Hidden Gem,Mission,37.76353981,-122.4252409,Private room,95,2,50,11/22/16,3.4,1,91
Room in the Mission,Mission,37.75182662,-122.4096753,Private room,550,3,1,10/6/14,0.03,1,0
Room in lovely flat,Mission,37.75601851,-122.4106661,Private room,200,4,0,,,1,0
Sunny Studio Loft Near Everything,Mission,37.74960107,-122.4206086,Entire home/apt,250,2,12,7/5/15,0.43,1,158
Private studio in the sunny Mission,Mission,37.7682904,-122.424787,Entire home/apt,168,2,78,3/11/17,2.45,1,24
Entire Home,Mission,37.75892196,-122.422983,Private room,139,2,60,3/2/17,3.16,1,293
Sunny Room in Mission Victorian,Mission,37.76118368,-122.407163,Private room,120,2,6,10/8/16,0.66,1,0
Spacious bedroom in the Mission,Mission,37.75481544,-122.410537,Private room,80,2,2,9/14/16,0.27,1,89
Stunning Victorian in Heart of SF,Mission,37.75688086,-122.4235543,Entire home/apt,300,3,8,3/11/16,0.18,1,331
Garden apt in the Mission,Mission,37.75280897,-122.4096719,Private room,85,1,30,3/3/17,2.98,1,0
Spacious Edwardian Flat SF Mission,Mission,37.76808631,-122.4243903,Entire home/apt,195,14,8,9/17/16,0.11,1,53
Spacious Central Apt in the Mission,Mission,37.76050929,-122.4225838,Entire home/apt,167,2,6,1/2/17,0.39,1,0
"Cozy, private room in the Mission",Mission,37.75131194,-122.4079456,Private room,70,2,54,3/11/17,0.91,1,302
2 bdr home in Mission District,Mission,37.76158962,-122.4196408,Private room,220,1,0,,,2,0
Studio in the Mission,Mission,37.75791863,-122.4113424,Entire home/apt,160,1,71,3/26/17,5.06,1,338
4BD Noe Valley Victorian Masterpiece with VIEWS,Mission,37.75292236,-122.4231987,Entire home/apt,539,4,77,3/25/17,1.81,1,340
Historic 3 Bed/2 Bath Apartment,Mission,37.75290497,-122.4155266,Entire home/apt,450,4,7,8/8/16,0.11,2,98
Center of SF near Mission & Castro!,Mission,37.77087834,-122.4234169,Entire home/apt,254,1,11,4/1/17,1.93,2,20
Luxury Mission Condo,Mission,37.75458204,-122.4079321,Private room,120,1,0,,,2,0
Entire apartment in the mission,Mission,37.74953129,-122.4182832,Entire home/apt,133,1,12,3/26/17,4.24,1,2
Beautiful Edwardian in the Mission,Mission,37.75846624,-122.4125109,Entire home/apt,180,1,7,3/28/17,5.83,2,107
Valencia Street Loft,Mission,37.76036125,-122.423686,Entire home/apt,385,1,16,2/7/17,1.32,1,310
SUPER BOWL RENTAL - One LG Bedroom,Mission,37.75829873,-122.4125742,Private room,249,3,0,,,1,90
Treat House and Garden,Mission,37.75390197,-122.4134623,Private room,165,7,0,,,2,29
Ocean View - San Francisco Home,West of Twin Peaks,37.73826776,-122.4623841,Entire home/apt,600,1,2,7/29/16,0.1,1,0
Large room in GG Heights,West of Twin Peaks,37.74857475,-122.4694161,Private room,100,1,0,,,1,0
Renovated 2 bdrm w/ free parking!,West of Twin Peaks,37.73022812,-122.4581135,Entire home/apt,200,2,20,3/3/17,2.14,1,96
"Your own Private Suite, a Quiet Retreat",West of Twin Peaks,37.72839788,-122.4589381,Entire home/apt,115,6,3,2/20/17,1.58,1,99
Jungle Room: Breakfast + Parking + 3 Bathrooms,West of Twin Peaks,37.7337658,-122.4642904,Private room,59,1,91,3/25/17,2.32,5,365
"Charming 2-BR, free parking, quiet.",West of Twin Peaks,37.72548701,-122.4582692,Entire home/apt,200,4,0,,,1,0
A Marvel in Mount Davidson,West of Twin Peaks,37.72866798,-122.4649568,Entire home/apt,140,2,77,3/30/17,3.84,1,296
Robinhood in Sherwood Forest,West of Twin Peaks,37.73746929,-122.454915,Private room,90,1,11,1/1/17,1.39,1,52
Cozy Garden Unit with All Amenities,West of Twin Peaks,37.7428765,-122.4614686,Entire home/apt,99,2,103,3/21/17,5.48,2,219
The Perfect SF Getaway,West of Twin Peaks,37.74301451,-122.4592087,Entire home/apt,179,2,74,3/31/17,2.7,1,202
B/R queen sofabed shared bath,West of Twin Peaks,37.74202339,-122.4655417,Private room,150,3,0,,,1,365
"Gorgeous 3 BR 2 lvl, fabulous neighborhood & views",West of Twin Peaks,37.73410176,-122.4487631,Entire home/apt,299,2,1,1/2/17,0.33,1,0
Spectacular Tudor Mansion,West of Twin Peaks,37.73681515,-122.461664,Entire home/apt,728,2,0,,,2,365
Best-Value Bedroom By the Bay,West of Twin Peaks,37.73556383,-122.4481605,Private room,150,1,0,,,1,0
SF Very Large 1 Bedroom apartment with parking,West of Twin Peaks,37.73007031,-122.4640665,Entire home/apt,168,2,4,1/23/17,0.61,6,221
Private Suite with Amazing View,West of Twin Peaks,37.73536955,-122.4437799,Entire home/apt,265,2,143,3/31/17,7.49,2,289
Perfect West Portal Private Suite! ,West of Twin Peaks,37.73931556,-122.4621113,Entire home/apt,225,3,34,2/20/17,0.81,2,327
"Charming, Central, Secluded Room",West of Twin Peaks,37.748439,-122.4600815,Private room,110,2,4,3/20/17,1.9,1,32
Cozy suite in quiet area by subway,West of Twin Peaks,37.74299453,-122.4666352,Private room,69,5,114,3/25/17,3.09,3,145
Spacious one bedroom apartment,West of Twin Peaks,37.72876534,-122.4614265,Entire home/apt,95,3,23,3/20/17,1.54,1,237
Spacious three bedroom family home,West of Twin Peaks,37.73885428,-122.4459305,Entire home/apt,325,7,1,7/26/15,0.05,1,0
3BR/2BA House - Walk to BART + Park,West of Twin Peaks,37.73615492,-122.4514317,Entire home/apt,275,4,3,7/2/16,0.3,1,0
"3BR/3BA w/views, 2500 sq ft",West of Twin Peaks,37.73021685,-122.4556526,Entire home/apt,299,3,0,,,2,0
Cozy San Francisco experience in Westwood Park!,West of Twin Peaks,37.72922569,-122.4606333,Private room,88,1,21,3/14/17,3.37,1,275
Cozy studio with Private entrance,West of Twin Peaks,37.74035267,-122.4531883,Private room,114,1,69,3/19/17,2.79,1,365
"Garden suite, quiet area by subway",West of Twin Peaks,37.74027972,-122.4688499,Entire home/apt,79,5,178,3/24/17,3.29,3,122
Welcome your beautiful room!,West of Twin Peaks,37.74455276,-122.4541777,Private room,78,1,19,2/11/17,2.3,1,354
"Large SF Apartment w/views, parking",West of Twin Peaks,37.72992483,-122.4630033,Entire home/apt,188,2,0,,,1,43
Lovely Monterey Heights Home,West of Twin Peaks,37.73941168,-122.4607795,Private room,175,1,0,,,1,365
Quiet Miraloma Park Pied-ÌÊ-terre,West of Twin Peaks,37.74370137,-122.4531269,Private room,495,3,0,,,1,0
Westwood Prk Charmer 3 bed 2 bath Family Friendly,West of Twin Peaks,37.72909603,-122.4552824,Entire home/apt,345,2,14,3/26/17,1.4,1,361
Burgundy Room: OceanView+Breakfast+Parking+3 baths,West of Twin Peaks,37.73400879,-122.4647491,Private room,40,1,67,3/24/17,1.6,5,354
"Perfect Room near CCSF, easy parking, quiet, cozy.",West of Twin Peaks,37.72728102,-122.4580483,Private room,68,30,10,10/14/16,1.37,4,344
Great apartment close to bart/muni,West of Twin Peaks,37.72506961,-122.4588245,Private room,65,1,7,3/26/17,0.27,1,327
Large Modern San Francisco Home,West of Twin Peaks,37.73547603,-122.4470993,Entire home/apt,395,3,4,4/6/16,0.12,1,15
"Private room(Green)near CCSF, easy parking, quiet.",West of Twin Peaks,37.72785497,-122.4579085,Private room,55,30,10,12/31/16,1.46,4,313
Spacious Gem to Entertain or Relax,West of Twin Peaks,37.74386693,-122.4537465,Entire home/apt,300,2,62,3/13/17,1.2,1,323
Perfect West Portal Private Suite!,West of Twin Peaks,37.73460566,-122.4686154,Entire home/apt,130,3,57,1/20/17,1.29,2,245
"1 BD beauty w/pkg, 15 min to dwnt",West of Twin Peaks,37.73329467,-122.4583484,Entire home/apt,185,2,41,3/16/17,6.28,1,85
Gracious Home Nestled In Prestigious Forest Hills,West of Twin Peaks,37.74260179,-122.4593601,Entire home/apt,280,30,1,10/28/16,0.19,2,233
Sunny Hilltop Suite,West of Twin Peaks,37.72894193,-122.4613068,Private room,70,1,1,2/15/16,0.07,1,0
Modern suite with private entrance & bathroom,West of Twin Peaks,37.74117008,-122.4635006,Private room,109,2,81,3/26/17,4.15,1,39
Spacious Studio near Twin Peaks!,West of Twin Peaks,37.74602497,-122.455397,Entire home/apt,145,2,38,2/19/17,1.85,1,136
Spacious Modern Studio in Quiet Neighborhood,West of Twin Peaks,37.74224402,-122.4583845,Entire home/apt,160,5,0,,,1,129
Hand-PaintedMural:ParkView+Breakfast+Parking+3bath,West of Twin Peaks,37.7353193,-122.4642946,Private room,53,2,35,3/18/17,1.13,5,359
Bungalow Rooms with Great Views,West of Twin Peaks,37.73773413,-122.4495553,Private room,250,1,22,8/15/16,0.48,1,330
Comfiest room in awesome Monterey Heights home.,West of Twin Peaks,37.7298165,-122.4631985,Private room,75,1,1,12/23/16,0.3,1,148
Miraloma Park Home - Perfect for Families,West of Twin Peaks,37.73792017,-122.4470391,Entire home/apt,375,3,0,,,1,89
Fabulous Blue:Ocean View+Breakfast+Park+3bathrooms,West of Twin Peaks,37.73428678,-122.4638561,Private room,55,1,59,3/25/17,1.33,5,359
Private Serene Suite / Bath,West of Twin Peaks,37.73075347,-122.4560166,Entire home/apt,123,4,18,10/8/16,1.75,2,0
2500 Sq Ft Football Fantasy Pad!,West of Twin Peaks,37.73770774,-122.4562877,Private room,200,2,1,8/13/13,0.02,1,365
Perfectly located private modern room in SF,West of Twin Peaks,37.72660603,-122.4630536,Private room,70,2,1,3/21/17,1,1,82
2 BR W/Parkg MUNI  2 Major Trans Hubs Shops Cafes,West of Twin Peaks,37.74052239,-122.4593778,Entire home/apt,110,2,78,2/27/17,1.22,1,0
Perfect Family Home for Super Bowl,West of Twin Peaks,37.72895387,-122.4655842,Entire home/apt,1150,1,0,,,1,0
K's Place,West of Twin Peaks,37.72398069,-122.4563677,Private room,83,2,4,1/21/17,0.71,1,189
San Francisco home away from home!,West of Twin Peaks,37.73904891,-122.4619453,Entire home/apt,220,7,37,2/27/17,0.86,1,365
MAJESTIC Ocean Views HISTORIC HOME Pvt Bdrm & Bath,West of Twin Peaks,37.73310153,-122.4606363,Private room,107,1,103,2/17/17,2.33,2,365
Brown Bedroom: Ocean View+Breakfast+Parking+3 bath,West of Twin Peaks,37.73446387,-122.4645464,Private room,39,1,54,3/25/17,1.15,5,362
Luxurious work or vacation rental,West of Twin Peaks,37.73936476,-122.4594469,Entire home/apt,135,3,11,3/31/17,1.85,2,328
Monterey Hight In-Law Unit,West of Twin Peaks,37.72968443,-122.4613958,Private room,129,6,0,,,1,365
Designers' Garden Retreat,West of Twin Peaks,37.74324823,-122.4690588,Entire home/apt,125,2,28,3/29/17,4.29,1,341
Garden-view studio apartment w/free Parking,West of Twin Peaks,37.74070023,-122.4517997,Entire home/apt,147,1,21,3/30/17,5.53,1,200
SF Large bedroom queen w/deck access WiFi/Cable,West of Twin Peaks,37.72913708,-122.4630082,Private room,125,2,23,3/25/17,1.04,6,183
San Francisco Serenity/ lovely home,West of Twin Peaks,37.73327365,-122.4643456,Private room,125,2,242,3/27/17,3.43,1,352
Private Bedroom with own bathroom,West of Twin Peaks,37.73953214,-122.4667465,Private room,100,1,0,,,1,0
Master Suite w/ Private Bathroom.,West of Twin Peaks,37.73706305,-122.4445356,Private room,110,3,2,5/11/16,0.15,1,362
Gorgeous & stylish unit w/parking,West of Twin Peaks,37.74457863,-122.4628432,Entire home/apt,139,2,116,3/22/17,5.12,2,245
"Comfortable, Convenient, Parking",West of Twin Peaks,37.72642728,-122.4617544,Private room,100,2,46,2/20/17,1.25,1,340
Stunning San Francisco Home!!!,West of Twin Peaks,37.73335428,-122.4613301,Entire home/apt,700,1,0,,,1,0
[B] Luxurious Private Suite Near Transit & Freeway,West of Twin Peaks,37.73100428,-122.4676033,Private room,120,1,1,2/5/17,0.53,3,342
[A] Luxurious Private Suite Near Transit & Freeway,West of Twin Peaks,37.73132634,-122.4674044,Private room,120,1,0,,,3,338
"2 BR + Den, 1.5 Ba; Quiet Area",West of Twin Peaks,37.73462649,-122.4586599,Entire home/apt,200,1,24,2/16/17,0.79,1,79
Luxurious House with Two Suites Close to Transit,West of Twin Peaks,37.72963022,-122.4671191,Entire home/apt,220,1,8,3/24/17,2.55,3,338
"Private room(Red) near CCSF, easy parking, quiet.",West of Twin Peaks,37.72767162,-122.4585765,Private room,55,30,2,2/23/17,0.34,4,357
"San Francisco, St. Francis Woods",West of Twin Peaks,37.73368284,-122.4650361,Entire home/apt,450,5,0,,,1,0
Super Bowl Week Pvt. Room /Entrance,West of Twin Peaks,37.7292937,-122.4679002,Private room,150,1,0,,,1,0
PARADISE AT SAN FRANCISCO,West of Twin Peaks,37.72925084,-122.4589566,Entire home/apt,195,5,74,3/25/17,2.24,1,241
"Private, Spacious Zen-Like Studio Bedroom/Bathroom",West of Twin Peaks,37.74082457,-122.4588399,Private room,115,30,0,,,2,29
Charming Updated SF Bungalow,West of Twin Peaks,37.72681744,-122.4596222,Private room,115,2,11,2/22/17,0.54,1,353
Perfect Home for the Super Bowl,West of Twin Peaks,37.72704772,-122.4594622,Entire home/apt,1595,1,0,,,1,0
Separate unit w/ private entry&bath!,West of Twin Peaks,37.72858746,-122.4545182,Private room,110,1,258,3/31/17,4.66,2,334
"Private, quiet fully detached guest house studio.",West of Twin Peaks,37.7303318,-122.4567453,Private room,110,1,4,8/10/16,0.46,1,0
"Large, 3 level, 4 bedroom HOME",West of Twin Peaks,37.73723004,-122.4508907,Entire home/apt,270,3,18,12/26/16,0.74,1,73
Modern 3Bedrm HOUSE W/Stunning View,West of Twin Peaks,37.73643806,-122.4566581,Entire home/apt,450,2,13,10/8/16,0.34,1,360
"Private room(White)near CCSF, easy parking, quiet.",West of Twin Peaks,37.72917777,-122.4566352,Private room,55,30,12,12/4/16,1.76,4,350
Cloud360,West of Twin Peaks,37.73551912,-122.4519304,Entire home/apt,92,1,9,3/17/17,2.93,1,54
2 Private Rooms w/ cozy living room,West of Twin Peaks,37.73681189,-122.4492576,Private room,175,2,1,7/12/15,0.05,2,362
Inlaw Apartment/Ingleside Terrace,West of Twin Peaks,37.7311806,-122.4654356,Entire home/apt,125,7,0,,,1,0
Noe Valley hidden treasure,West of Twin Peaks,37.73823328,-122.4548793,Entire home/apt,350,2,0,,,1,0
Restful San Francisco experience in Westwood Park!,West of Twin Peaks,37.7293008,-122.4592599,Private room,86,1,18,3/28/17,3.6,1,29
Cozy & quiet 1BR in West Portal,West of Twin Peaks,37.73854113,-122.4660825,Entire home/apt,120,2,38,2/27/17,1.62,1,328
2 bedroom 1.5 bath Apartment with Ocean Views,West of Twin Peaks,37.72944484,-122.4647545,Entire home/apt,274,2,7,10/10/16,0.31,6,38
Master bedroom w/half bath WiFi/Cable TV,West of Twin Peaks,37.73071795,-122.4644889,Private room,90,1,23,2/17/17,0.83,6,183
"Private entry 1BR/BA suite, parking, quiet retreat",West of Twin Peaks,37.73872667,-122.4669874,Private room,165,2,10,2/14/17,1.53,1,60
HISTORIC HOME/Private SUITE & BATH/Parking/ Serene,West of Twin Peaks,37.73350752,-122.4605661,Private room,99,1,121,3/28/17,2.7,2,353
3 br 1.5 bath apartment w/parking,West of Twin Peaks,37.72886797,-122.4621268,Entire home/apt,346,1,10,2/4/17,0.96,6,221
Cozy in-law apartment near Glen Park/West Portal,West of Twin Peaks,37.73230384,-122.4601794,Entire home/apt,124,1,0,,,1,161
Family Friendly Spacious 4BD House,West of Twin Peaks,37.73498247,-122.4498506,Entire home/apt,250,2,8,7/10/16,0.22,2,11
2 BEDROOMS IN OUR BEAUTIFUL HOME,West of Twin Peaks,37.73571244,-122.4615844,Private room,285,1,0,,,2,0
Large family friendly house in SF w/stunning views,West of Twin Peaks,37.72944589,-122.453476,Entire home/apt,700,4,3,1/3/17,0.36,2,39
BR+Private Bath in Artsy Sanctuary‰£,West of Twin Peaks,37.74559336,-122.4525674,Private room,100,30,15,2/28/17,0.55,3,79
Nature in the City,West of Twin Peaks,37.73497944,-122.4462911,Entire home/apt,109,4,67,3/22/17,1.96,1,10
First floor Bedroom and Bathroom,West of Twin Peaks,37.73738645,-122.4461566,Private room,150,2,1,2/2/16,0.07,1,0
Bight 2 bedroom in law,West of Twin Peaks,37.74586972,-122.4582799,Entire home/apt,200,2,27,3/19/17,2.64,2,29
SF Guest room Close to MUNI/WiFi/Cable TV,West of Twin Peaks,37.72941917,-122.4635401,Private room,90,2,26,2/13/17,1.19,6,183
Charming Bright Garden Studio,West of Twin Peaks,37.74332631,-122.4507433,Entire home/apt,145,3,41,3/27/17,2.88,1,322
Private one bedroom near Muni Metro station.,West of Twin Peaks,37.74513164,-122.4598427,Private room,55,1,1,10/7/16,0.17,1,0
"Large, quiet, 15 minutes to center",West of Twin Peaks,37.74854756,-122.4624257,Entire home/apt,400,7,1,5/30/15,0.04,1,365
Flash Deal! Large 2 bedroom In-Law in Forest Hill,West of Twin Peaks,37.74594124,-122.4597352,Entire home/apt,149,2,7,3/27/17,2.14,2,65
Gorgeous 2 floors house with views,West of Twin Peaks,37.73904775,-122.4596022,Entire home/apt,800,1,0,,,2,174
Great house available in June,West of Twin Peaks,37.7349024,-122.4497589,Entire home/apt,170,5,0,,,1,42
Beautiful room by shops & muni line,West of Twin Peaks,37.74024831,-122.4655377,Private room,115,2,3,3/26/17,1.25,1,44
Stay in the cheapest room in San Francisco!,West of Twin Peaks,37.7298757,-122.4633599,Private room,50,1,6,3/29/17,1.59,1,17
Spacious & Beautiful - West Portal,West of Twin Peaks,37.74385691,-122.4680689,Entire home/apt,300,3,15,9/26/16,1.23,1,365
Bright and Spacious Room in SF.,West of Twin Peaks,37.7288278,-122.4594669,Private room,100,2,0,,,1,179
 Quaint West Portal home  &  garage,West of Twin Peaks,37.74168111,-122.4643595,Entire home/apt,345,4,124,10/9/16,1.57,1,275
"Quiet area by subway, private bath",West of Twin Peaks,37.74159258,-122.465782,Private room,69,4,250,3/16/17,10.93,3,151
Great room easy access to sf transportation,West of Twin Peaks,37.74561979,-122.4528618,Private room,100,2,1,2/3/17,0.51,1,8
safe/quiet area/good transportation,West of Twin Peaks,37.73671256,-122.4470435,Private room,99,1,0,,,1,365
PRIVATE STUDIO WITH PANORAMIC VIEW,West of Twin Peaks,37.73650109,-122.4541305,Private room,97,3,4,3/25/17,1.1,1,82
Miraloma House with Stunning Views,West of Twin Peaks,37.73933638,-122.4605625,Entire home/apt,350,2,44,3/1/17,2.84,1,306
"Cute Private Room in SF, plenty of street parking",West of Twin Peaks,37.73428005,-122.4495093,Private room,120,3,56,3/27/17,4.04,1,281
Mediterranean style private studio,West of Twin Peaks,37.73130338,-122.4615201,Entire home/apt,139,2,134,3/20/17,5.92,1,306
"Œ¥ Œ_Á¾ÑÉÁÎa Š_Š¼_¾Ñ¤ŽàÔŒ±±,Š¼_ŽÛ_Š_ÀŒö©,ÀÝŒà¼¾Ð_Š_À",Inner Richmond,37.77855987,-122.4616524,Shared room,36,1,0,,,4,49
Big bedroom for 2 in cool sf flat,Inner Richmond,37.7820787,-122.4634335,Private room,95,1,1,1/11/14,0.03,2,91
Private Room Steps from the Park,Inner Richmond,37.77422123,-122.4642125,Private room,99,6,0,,,1,0
2BR Family Home next to Park,Inner Richmond,37.77558346,-122.4551883,Entire home/apt,289,2,25,3/27/17,2.52,1,193
